16,tt0107290,"wealthy entrepreneur secretly creates theme park featuring living dinosaurs drawn prehistoric dna opening day invites team experts two eager grandchildren experience park help calm anxious investors however park anything amusing security systems go off-line dinosaurs escape"
17,tt0108052,"true story businessman oskar schindler saved thousand jewish lives nazis worked slaves factory world war ii"
18,tt0083658,"smog-choked dystopian los angeles 2019 blade runner rick deckard called retirement terminate quartet replicants escaped earth seeking creator way extend short life spans"
19,tt0103639,"princess jasmine grows tired forced remain palace sneaks marketplace disguise meets street-urchin aladdin two fall love although may marry prince thrown jail aladdin becomes embroiled plot find mysterious lamp evil jafar hopes rule land"
20,tt0103064,"nearly 10 years passed since sarah connor targeted termination cyborg future son john future leader resistance target newer deadly terminator resistance managed send protector back attempt save john mother sarah"
21,tt0102926,"fbi trainee clarice starling ventures maximum-security asylum pick diseased brain hannibal lecter psychiatrist turned homicidal cannibal starling needs clues help capture serial killer faustian relationship lecter soon leads escape two deranged killers loose"
22,tt0116282,"jerry small-town minnesota car salesman bursting seams debt ... got plan going hire two thugs kidnap wife scheme collect hefty ransom wealthy father-in-law going snap nobody going get hurt ... people start dying enter police chief marge coffee-drinking parka-wearing - extremely pregnant - investigator 'll stop nothing get man think small-time investigative skills give crooks run ransom ... betcha !"
23,tt0048473,"film coming-of-age story young boy named apu life small indian village early years 20th century apu born poor brahmin family bengal father harihar priest dreams becoming successful poet playwright ; earn enough mother sarbajaya keeps family going limited resources sarbajaya resents share home harihar elderly cousin : old helpless cripple indir apu sister durga always getting trouble stealing guavas neighbour orchards indir cares apu like good older sister loves affectionately tease together make enjoy simple joys life"
24,tt0057012,"insane general jack d. ripper initiates nuclear strike soviet union soon actions general buck turgidson discovered war room full politicians generals russian diplomat frantically try stop nuclear strike near end scene probably uniquely unforgettable performance slim pickens movie career peter sellers plays multiple roles film"
25,tt0117951,"renton deeply immersed edinburgh drug scene tries clean get despite allure drugs influence friends"
26,tt0068646,"spanning years 1945 1955 chronicle fictional italian-american corleone crime family organized crime family patriarch vito corleone barely survives attempt life youngest son michael steps take care would-be killers launching campaign bloody revenge"
27,tt0045152,"1927 hollywood lockwood lina lamont famous on-screen romantic pair silent movies lina mistakes on-screen romance real love latest film transformed musical perfect voice songs strident voice faces studio dub voice aspiring actress kathy selden brought working movie falls love"
28,tt0052357,"retired san francisco detective suffering acrophobia investigates strange activities old friend wife becoming dangerously obsessed"
29,tt0047396,"professional photographer l.b jeff jeffries breaks leg getting action shot auto race confined new york apartment spends time looking rear window observing neighbors begins suspect man across courtyard may murdered wife jeff enlists help high society fashion-consultant girlfriend lisa freemont visiting nurse stella investigate"
30,tt0025316,"ellie andrews tied knot society aviator king westley whisked away father yacht king clutches ellie jumps ship eventually winds bus headed back husband reluctantly must accept help out-of- work reporter peter warne actually warne n't give choice : either sticks gets back husband 'll blow whistle ellie father either way peter gets wants ... really juicy newspaper story !"
31,tt0053125,"advertising man roger thornhill mistaken spy triggering deadly cross-country chase"
32,tt0053604,"bud baxter minor clerk huge new york insurance company discovers quick way climb corporate ladder lends apartment executives place take mistresses although often deal aftermath visits one night left major problem solve"
33,tt0053291,"two musicians witness mob hit struggle find way city found gangsters opportunity join all-girl band leave tour make getaway must first disguise women keep identities secret deal problems brings - attractive bandmate determined suitor"
34,tt0034583,"casablanca morocco december 1941 cynical american expatriate meets former lover unforeseen complications"
35,tt0032138,"young dorothy finds magical world makes friends lion scarecrow tin man make way along yellow brick road talk wizard ask things miss lives wicked witch west thing could stop"
36,tt0031381,"american classic manipulative woman roguish man carry turbulent love affair american south civil war reconstruction"
37,tt0043014,"hack screenwriter writes screenplay former silent-film star faded hollywood obscurity"
38,tt0033467,"newspaper magnate charles foster kane taken mother boy made ward rich industrialist result every well-meaning tyrannical self-destructive move makes rest life appears way reaction deeply wounding event"
39,tt0062622,"humanity finds mysterious object buried beneath lunar surface sets find origins help hal 9000 world advanced super computer"
40,tt0042192,"moment glimpses idol stage door eve harrington determined take reins power away great actress margo channing eve maneuvers way margo broadway role becomes sensation even causes turmoil lives margo director boyfriend playwright wife cynical drama critic sees eve admiring audacity perfect pattern deceit"
41,tt0032976,"self-conscious bride tormented memory husband dead first wife"
42,tt0035446,"nazi occupation poland acting troupe becomes embroiled polish soldier efforts track german spy"
43,tt0038650,"george bailey spent entire life giving people bedford falls always longed travel never opportunity order prevent rich skinflint mr. potter taking entire town prevents george modest building loan company founded generous father christmas eve george uncle billy loses business 8,000 intending deposit bank potter finds misplaced money hides billy george troubles begin"
44,tt0031679,"naive idealistic jefferson smith leader boy rangers appointed lark spineless governor state reunited state senior senator -- presidential hopeful childhood hero senator joseph paine washington however smith discovers many shortcomings political process earnest goal national boys ' camp leads conflict state political boss jim taylor taylor first tries corrupt smith later attempts destroy smith scandal"
45,tt0059742,"film adaptation classic rodgers hammerstein musical based nun becomes governess austrian family"
46,tt0095016,"nypd cop john mcclane plan reconcile estranged wife thrown serious loop minutes arrives office entire building overtaken group terrorists little help lapd wisecracking mcclane sets single-handedly rescue hostages bring bad guys"
47,tt0079470,"brian cohen average young jewish man series ridiculous events gains reputation messiah dodging followers scolded shrill mother hapless brian contend pompous pontius pilate acronym-obsessed members separatist movement rife monty python signature absurdity tale finds brian life paralleling biblical lore albeit many laughs"
48,tt0046912,"ex-tennis pro carries plot wife murdered discovering affair assumes soon leave man anyway things go wrong improvises new plan - frame murder instead"
49,tt0105236,"botched robbery indicates police informant pressure mounts aftermath warehouse crime begets violence survivors -- veteran mr. white newcomer mr. orange psychopathic parolee mr. blonde bickering weasel mr. pink nice guy eddie -- unravel"
50,tt0091763,"young naive recruit vietnam chris taylor faces moral crisis confronted horrors war duality man"
51,tt0071853,"king arthur accompanied squire recruits knights round table including sir bedevere wise sir lancelot brave sir robin not-quite-so-brave-as-sir-lancelot sir galahad pure way arthur battles black knight despite limbs chopped insists still fight reach camelot arthur decides enter silly place"
52,tt0095765,"filmmaker recalls childhood fell love movies village theater formed deep friendship theater projectionist"
53,tt0050825,"world war commanding officer general broulard ( adolphe menjou ) orders subordinate general mireau ( george macready ) attack german trench position offering promotion incentive though mission foolhardy point suicide mireau commands subordinate colonel dax ( kirk douglas ) plan attack ends disaster general mireau demands court-martial three random soldiers order save face"
54,tt0073486,"serving time insanity state mental hospital implacable rabble-rouser randle patrick mcmurphy inspires fellow patients rebel authoritarian rule head nurse mildred ratched"
55,tt0080684,"epic saga continues luke skywalker hopes defeating evil galactic empire learns ways jedi aging master yoda darth vader determined ever capture luke meanwhile rebel leader princess leia cocky han solo chewbacca droids c-3po r2-d2 thrown various stages capture betrayal despair"
56,tt0082971,"dr. indiana jones tweed-suited professor happens celebrated archaeologist hired government locate legendary ark covenant finds entire nazi regime"
57,tt0090605,"ripley lifepod found salvage crew 50 years later finds terra-formers planet found alien species company sends family colonists investigate story contact lost planet colonists enlist ripley colonial marines return search answers"
58,tt0060196,"civil war rages union confederacy three men quiet loner ruthless hit man mexican bandit comb american southwest search strongbox containing 200,000 stolen gold"
59,tt0050083,"defense prosecution rested jury filing jury room decide young spanish-american guilty innocent murdering father begins open shut case soon becomes mini-drama jurors ' prejudices preconceptions trial accused"
60,tt0056172,"epic british officer t.e lawrence mission aid arab tribes revolt ottoman empire first world war lawrence becomes flamboyant messianic figure cause arab unity psychological instability threatens undermine achievements"
61,tt0066921,"demonic gang-leader alex goes spree rape mugging murder pack droogs boy also likes beethoven ninth bit old in-out in-out later finds mercy state brainwashing experiment designed take violence streets"
62,tt0056592,"small alabama town 1930s scrupulously honest highly respected lawyer atticus finch puts career line agrees represent tom robinson black man accused rape trial events surrounding seen eyes finch six-year-old daughter scout robinson trial gives movie momentum plenty anecdotal occurrences court date : scout ever-strengthening bond older brother jem friendship precocious young dill harris father no-nonsense reactions life-and-death crises rampaging mad dog especially scout reactions relationship boo radley reclusive 'village idiot ' turns salvation attacked venomous bigot"
63,tt0078788,"height vietnam war captain benjamin willard sent dangerous mission officially exist ever exist goal locate - eliminate - mysterious green beret colonel named walter kurtz leading personal army illegal guerrilla missions enemy territory"
64,tt0064116,"classic western masterpiece epic film widow whose land life danger railroad getting closer closer taking mysterious harmonica player joins forces desperado protect woman land"
65,tt0086190,"rebel leaders map strategy all-out attack emperor newer bigger death star han solo remains frozen cavernous desert fortress jabba hutt loathsome outlaw universe also keeping princess leia slave girl master force luke skywalker rescues friends become true jedi knight wages crucial battle darth vader sworn win luke dark side force"
66,tt0041959,"set postwar vienna austria third man stars joseph cotten holly martins writer pulp westerns arrives penniless guest childhood chum harry lime find dead martins develops conspiracy theory learning third man present time harry death running interference british officer maj. calloway falling head-over-heels harry grief-stricken lover anna"
67,tt0099685,"true story henry hill half-irish half-sicilian brooklyn kid adopted neighbourhood gangsters early age climbs ranks mafia family guidance jimmy conway"
68,tt0078748,"return earth commercial spaceship nostromo intercepts distress signal distant planet three-member team crew discovers chamber containing thousands eggs planet creature inside one eggs attacks explorer entire crew unaware impending nightmare set descend upon alien parasite planted inside unfortunate host birthed"
69,tt0054215,"larcenous real estate clerk marion crane goes lam wad cash hopes starting new life ends notorious bates motel manager norman bates cares housebound mother place seems quirky fine marion decides take shower"
70,tt0071562,"continuing saga corleone crime family young vito corleone grows sicily 1910s new york 1950s michael corleone attempts expand family business las vegas hollywood cuba"
71,tt0093058,"pragmatic u.s. marine observes dehumanizing effects u.s.-vietnam war fellow recruits brutal boot camp training bloody street fighting hue"
72,tt0086879,"incredible story genius musician wolfgang amadeus mozart told flashback peer secret rival antonio salieri confined insane asylum"
73,tt0087843,"former prohibition-era jewish gangster returns lower east side manhattan thirty years later must confront ghosts regrets old life"
74,tt0081398,"jake lamotta steps boxing ring obliterates opponent prizefighter treats family friends way ticking time bomb ready go moment though lamotta wants family love something always seems come perhaps violent bouts paranoia jealousy kind rage helped make champ real life winds ring alone"
75,tt0082096,"german submarine hunts allied ships second world war soon becomes hunted crew tries survive surface stretching boat limits"
76,tt0070735,"set 1930 intricate caper deals ambitious small-time crook veteran con man seek revenge vicious crime lord murdered one gang"
77,tt0050976,"disillusioned swedish knight antonius block returns home crusades find country grips black death challenges death chess match life tormented belief god exist block sets journey meeting traveling players jof wife mia becoming determined evade death long enough commit one redemptive act still lives"
78,tt0088247,"post-apocalyptic future reigning tyrannical supercomputers teleport cyborg assassin known terminator back 1984 kill sarah connor whose unborn son destined lead insurgents 21st century mechanical hegemony meanwhile human-resistance movement dispatches lone warrior safeguard sarah stop virtually indestructible killing machine"
79,tt0097165,"elite old-fashioned boarding school new england passionate english teacher inspires students rebel convention seize potential every day courting disdain stern headmaster"
80,tt0050212,"classic story english pows burma forced build bridge aid war effort japanese captors british american intelligence officers conspire blow structure col. nicholson commander supervised bridge construction acquired sense pride creation tries foil plans"
81,tt0071315,"private eye jake gittes lives murky moral climate sunbaked pre-world war ii southern california hired beautiful socialite investigate husband extra-marital affair gittes swept maelstrom double dealings deadly deceits uncovering web personal political scandals come crashing together"
82,tt0040897,"fred c. dobbs bob curtin luck tampico mexico 1925 meet grizzled prospector named howard decide join search gold wilds central mexico enormous difficulties eventually succeed finding gold bandits elements especially greed threaten turn success disaster"
83,tt0081505,"jack torrance accepts caretaker job overlook hotel along wife wendy son danny must live isolated rest world winter n't prepared madness lurks within"
84,tt0092005,"death friend writer recounts boyhood journey find body missing boy"
85,tt0022100,"classic german thriller hans beckert serial killer preys children becomes focus massive berlin police manhunt beckert heinous crimes repellant disruptive city life even targeted others seedy underworld network cops criminals pursuit murderer soon realizes people trail sending tense panicked attempt escape justice"
86,tt0057115,"nazis exasperated number escapes prison camps relatively small number allied prisoners relocates high-security 'escape-proof ' camp sit remainder war undaunted prisoners plan one ambitious escape attempts world war ii based true story"
87,tt0077416,"group working-class friends decides enlist army vietnam war finds hellish chaos -- noble venture imagined left steven married pregnant girlfriend -- michael nick love woman three different men upon return"
88,tt0107048,"narcissistic tv weatherman along attractive-but-distant producer mawkish cameraman sent report groundhog day small town punxsutawney finds repeating day"
89,tt0105695,"william munny retired once-ruthless killer turned gentle widower hog farmer help support two motherless children accepts one last bounty-hunter mission find men brutalized prostitute joined former partner cocky greenhorn takes corrupt sheriff"
90,tt0088763,"eighties teenager marty mcfly accidentally sent back time 1955 inadvertently disrupting parents ' first meeting attracting mother romantic interest marty must repair damage history rekindling parents ' romance - help eccentric inventor friend doc brown - return 1985"
91,tt0061512,"petty criminal luke jackson sentenced two years florida prison farm n't play rules either sadistic warden yard resident heavy dragline ends admiring new guy unbreakable luke bravado even face repeated stints prison dreaded solitary confinement cell box make rebel hero fellow convicts thorn side prison officers"
92,tt0032553,"dictator adenoid hynkel tries expand empire poor jewish barber tries avoid persecution hynkel regime"
93,tt0052618,"ben-hur 1959 epic film directed william wyler third film version civil war vet lew wallace 1880 novel ben-hur : tale christ premiered loew state theatre new york city november 18 1959. movie reputation classic primarily based two spectacular action sequences : great chariot race roman naval battle along lavish production values strong performances plot ben hur revolves around jewish prince betrayed sent slavery roman friend regains freedom comes back revenge however instead finds redemption christ theme ultimately saved christian sense film went win record eleven academy awards including best picture best actor ( charlton heston ben hur ) record-setting oscars sweep since equaled titanic 1998 lord rings : return king 2004 never broken"
94,tt0097576,"dr. henry jones sr. suddenly goes missing pursuing holy grail eminent archaeologist indiana must team marcus brody sallah elsa schneider follow father footsteps stop nazis recovering power eternal life"
95,tt0083987,"early years 20th century mohandas k. gandhi british-trained lawyer forsakes worldly possessions take cause indian independence faced armed resistance british government gandhi adopts policy 'passive resistance ' endeavouring win freedom people without resorting bloodshed"
96,tt0073195,"insatiable great white shark terrorizes townspeople amity island police chief oceanographer grizzled shark hunter seek destroy bloodthirsty beast"
97,tt0119488,"three detectives corrupt brutal l.a. police force 1950s use differing methods uncover conspiracy behind shotgun slayings patrons all-night diner"
98,tt0120382,"truman burbank star truman show 24-hour-a-day reality tv show broadcasts every aspect life -- live color -- without knowledge entire life unending soap opera consumption rest world everyone knows -- including wife best friend -- really actor paid part life"
99,tt0119217,"hunting genius-level iq chooses work janitor mit solves difficult graduate-level math problem talents discovered professor gerald lambeau decides help misguided youth reach potential arrested attacking police officer professor lambeau makes deal get leniency get treatment therapist sean maguire"
100,tt0118715,"jeffrey dude lebowski los angeles slacker wants bowl drink white russians mistaken another jeffrey lebowski wheelchair-bound millionaire finds dragged strange series events involving nihilists adult film producers ferrets errant toes large sums money"
101,tt0118849,"zohre shoes gone ; older brother ali lost poor shoes zohre come idea : share one pair shoes ali school awaits ..."
102,tt0036868,"hope sustains spirit every gi : dream day finally return home three wwii veterans day arrived man dream become nightmare captain fred derry returning loveless marriage ; sergeant al stephenson stranger family grown without ; young sailor homer parrish tormented loss hands three men find courage rebuild world best years lives thing past"
103,tt0047296,"terry malloy dreams prize fighter tending pigeons running errands docks johnny friendly corrupt boss dockers union terry witnesses murder two johnny thugs later meets dead man sister feels responsible death introduces father barry tries force provide information courts smash dock racketeers"
104,tt0075148,"world heavyweight boxing champion apollo creed wants give unknown fighter shot title publicity stunt handlers choose palooka rocky balboa uneducated collector philadelphia loan shark rocky teams trainer mickey goldmill make lifetime break"
105,tt0070047,"12-year-old regan macneil begins adapt explicit new personality strange events befall local area georgetown mother becomes torn science superstition desperate bid save daughter ultimately turns last hope : father damien karras troubled priest struggling faith"
106,tt0017136,"futuristic city sharply divided working class city planners son city mastermind falls love working class prophet predicts coming savior mediate differences"
107,tt0047478,"samurai answers village request protection falls hard times town needs protection bandits samurai gathers six others help teach people defend villagers provide soldiers food giant battle occurs 40 bandits attack village"
108,tt0120815,"u.s. troops storm beaches normandy three brothers lie dead battlefield fourth trapped behind enemy lines ranger captain john miller seven men tasked penetrating german-held territory bringing boy home"
109,tt0084787,"scientists antarctic confronted shape-shifting alien assumes appearance people kills"
110,tt0080678,"victorian surgeon rescues heavily disfigured man mistreated owner side-show freak behind monstrous fa梨똞de revealed person great intelligence sensitivity based true story joseph merrick ( called john merrick film ) severely deformed man 19th century london"
111,tt0118799,"touching story italian book seller jewish ancestry lives little fairy tale creative happy life would come abrupt halt entire family deported concentration camp world war ii locked tries convince son whole thing game"
112,tt0120586,"derek vineyard paroled serving 3 years prison killing two thugs tried break into/steal truck brother danny vineyard narration learn going prison derek skinhead leader violent white supremacist gang committed acts racial crime throughout l.a. actions greatly influenced danny reformed fresh prison derek severs contact gang becomes determined keep danny going violent path"
113,tt0120735,"card sharp unwillingly-enlisted friends need make lot cash quick losing sketchy poker match decide pull heist small-time gang happen operating flat next door"
114,tt0133093,"set 22nd century matrix tells story computer hacker joins group underground insurgents fighting vast powerful computers rule earth"
115,tt0072684,"eighteenth century small village ireland redmond barry young farm boy love cousin nora brady nora engages british captain john quin barry challenges duel pistols wins escapes dublin robbed road without alternative barry joins british army fight seven years war"
116,tt0053198,"young parisian boy antoine doinel life one difficult situation another surrounded inconsiderate adults including neglectful parents antoine spends days best friend rene trying plan better life one schemes goes awry antoine ends trouble law leading even conflicts unsympathetic authority figures"
117,tt0129167,"small town rockwell maine october 1957 giant metal machine befriends nine-year-old boy ultimately finds humanity unselfishly saving people fears prejudices"
118,tt0167404,"psychological thriller eight year old boy named cole sear believes see world dead child psychologist named malcolm crowe comes cole help deal problem learning really see ghosts dead people"
119,tt0169547,"lester burnham depressed suburban father mid-life crisis decides turn hectic life around developing infatuation daughter attractive friend"
120,tt0137523,"ticking-time-bomb insomniac slippery soap salesman channel primal male aggression shocking new form therapy concept catches underground fight clubs forming every town eccentric gets way ignites out-of-control spiral toward oblivion"
121,tt0017925,"america civil war union spies steal engineer johnnie gray ( buster keaton ) beloved locomotive general single-handedly must power get back released throughout world 1927 silent comedy-action film flopped originally released regarded one great american motion pictures story based actual historic events"
122,tt0040522,"antonio unemployed man depressed post-wwii economy italy last finds good job hanging posters requirement must bicycle antonio bicycle stolen son forced walk streets rome search else face ruin"
123,tt0032551,"tom joad returns home jail sentence find family kicked farm due foreclosure catches uncles farm joins next day head california new life ... hopefully"
124,tt0120689,"supernatural tale set death row southern prison gentle giant john coffey possesses mysterious power heal people ailments cellblock head guard paul edgecomb recognizes coffey miraculous gift tries desperately help stave condemned man execution"
125,tt0021749,"city lights first silent film charlie chaplin directed established sound accompanied films film penniless man falls love flower girl film great success today deemed cult classic"
126,tt0012349,"considered one charlie chaplin best films kid also made star little jackie coogan plays boy cared tramp abandoned mother edna later edna change heart aches reunited son finds wrests tramp makes turns one heart-wrenching scenes ever included comedy"
127,tt0036775,"unsuspecting mr. dietrichson becomes increasingly accident prone icily calculating wife encourages sign double indemnity policy proposed smooth-talking insurance agent backdrop distinctly california settings partners crime plan perfect murder collect insurance perfect claims manager gets familiar feeling foul play pursues matter relentlessly"
128,tt0027977,"tramp struggles live modern industrial society help young homeless woman"
129,tt0071411,"military explorer meets befriends goldi man russia unmapped forests deep abiding bond evolves two men one civilized usual sense home glacial siberian woods"
130,tt0074958,"tv network cynically exploits deranged ex-tv anchor ravings revelations media profit"
131,tt0172495,"year 180 death emperor marcus aurelius throws roman empire chaos maximus one roman army capable trusted generals key advisor emperor marcus ' devious son commodus ascends throne maximus set executed escapes captured slave traders renamed spaniard forced become gladiator maximus must battle death men amusement paying audiences battle skills serve well becomes one famous admired men fight colosseum determined avenge man took away freedom laid waste family maximus believes use fame skill ring avenge loss family former glory gladiator begins challenge rule commodus decides put fighting mettle test squaring maximus battle death"
132,tt0015864,"lone prospector ventures alaska looking gold gets mixed burly characters falls love beautiful georgia tries win heart singular charm"
133,tt0059578,"two bounty hunters pursuit el indio one wanted fugitives western territories gang"
134,tt0180093,"hopes dreams four ambitious people shattered drug addictions begin spiraling control look addiction overcomes mind body"
135,tt0208092,"second film british director guy ritchie snatch tells obscure story similar first fast-paced crazy character-colliding filled film ?촲ck stock two smoking barrels. two overlapping stories one search stolen diamond boxing promoter trouble psychotic gangster"
136,tt0209144,"suffering short-term memory loss head injury leonard shelby embarks grim quest find lowlife murdered wife gritty complex thriller packs knots hangman noose carry plan shelby snaps polaroids people places jotting contextual notes backs photos aid search jog memory even tattoos body desperate bid remember"
137,tt0245712,"three different people mexico city catapulted dramatic unforeseen circumstances wake terrible car crash : young punk stumbles sinister underground world dog fighting ; injured supermodel designer pooch disappears apartment floorboards ; ex-radical turned hit man rescues gunshot rotweiler"
138,tt0086250,"getting green card exchange assassinating cuban government official tony montana stakes claim drug trade miami viciously murdering anyone stands way tony eventually becomes biggest drug lord state controlling nearly cocaine comes miami increased pressure police wars colombian drug cartels drug-fueled paranoia serve fuel flames eventual downfall"
139,tt0198781,"james sullivan mike wazowski monsters earn living scaring children best business ... even though 're afraid children child accidentally enters world james mike suddenly find kids afraid uncover conspiracy could threaten children across world"
140,tt0211915,"tiny parisian adorable yet painfully shy am梨뷿ie ( audrey tautou ) accidentally discovers gift helping others soon amelie spending days matchmaker guardian angel all-around do-gooder bumps handsome stranger find courage become star love story"
141,tt0120737,"young hobbit frodo baggins inheriting mysterious ring uncle bilbo must leave home order keep falling hands evil creator along way fellowship formed protect ringbearer make sure ring arrives final destination : mt doom place destroyed"
142,tt0268978,"princeton university john nash struggles make worthwhile contribution serve legacy world mathematics finally makes revolutionary breakthrough eventually earn nobel prize graduate school turns teaching becoming romantically involved student alicia meanwhile government asks help breaking soviet codes soon gets involved terrifying conspiracy plot nash grows paranoid discovery turns entire world upside alicia help able recover mental strength regain status great mathematician know today .."
143,tt0051201,"leonard vole arrested sensational murder rich middle-aged widow famous sir wilfrid robarts agrees appear behalf sir wilfrid recovering near-fatal heart attack supposed diet bland civil suits lure criminal courts much especially case difficult"
144,tt0050986,"professor medicine isak borg travels lund university order receive anniversary title along road meets strangers relatives dreams confronted past well fear insufficiency"
145,tt0042876,"ancient japan crime take place told three different travelers experienced crime : man killed wife raped stories true akira kurosawa film morals truth communication"
146,tt0245429,"ten year old girl wanders away parents along path leads world ruled strange unusual monster-like animals parents changed pigs along others inside bathhouse full creatures ever see world"
147,tt0167261,"frodo sam trekking mordor destroy one ring power gimli legolas aragorn search orc-captured merry pippin along nefarious wizard saruman awaits fellowship members orthanc tower isengard"
148,tt0264464,"true story frank abagnale jr. 19th birthday successfully conned millions dollars worth checks pan pilot doctor legal prosecutor fbi agent makes mission put behind bars frank eludes capture revels pursuit"
149,tt0253474,"pianist film adapted biography wladyslaw szpilman jewish-polish pianist second world war lived hid miraculously warsaw gone terrible tragedy film roman polanski"
150,tt0317248,"cidade de deus shantytown started 1960s became one rio de janeiro dangerous places beginning 1980s tell story place movie describes life various characters seen point view narrator raised violent environment despite feeling odds finds life seen eyes : eyes artist accident becomes professional photographer gaining freedom"
151,tt0266543,"nemo adventurous young clownfish unexpectedly taken great barrier reef home dentist office aquarium worrisome father marlin friendly forgetful fish dory bring nemo home -- meeting vegetarian sharks surfer dude turtles hypnotic jellyfish hungry seagulls along way"
152,tt0325980,"jack sparrow freewheeling 17th-century pirate roams caribbean sea butts heads rival pirate bent pillaging village port royal governor daughter kidnapped sparrow decides help girl love save seafaring mission hardly simple"
153,tt0046438,"old couple visit children grandchildren city children little time"
154,tt0044741,"starts look meaning life"
155,tt0055031,"1947 four german judges served bench nazi regime face military tribunal answer charges crimes humanity chief justice haywood hears evidence testimony lead defendant ernst janning defense attorney hans rolfe also widow nazi general idealistic u.s. army captain reluctant witness irene wallner"
156,tt0091251,"invasion village byelorussia german forces sends young florya forest join weary resistance fighters family wishes meets girl glasha accompanies back village returning home florya finds family fellow peasants massacred continued survival amidst brutal debris war becomes increasingly nightmarish battle despair hope"
157,tt0266697,"assassin shot altar ruthless employer bill members assassination circle 'the bride ' lives plot vengeance setting payback makes death list hunts wronged saving bill last"
158,tt0019254,"classic silent age film tells story doomed ultimately canonized 15th-century teenage warrior trial claiming 'd spoken god jeanne d'arc subjected inhumane treatment scare tactics hands church court officials initially bullied changing story jeanne eventually opts sees truth punishment famously brutal execution earns perpetual martyrdom"
159,tt0167260,"aragorn revealed heir ancient kings gandalf members broken fellowship struggle save gondor sauron forces meanwhile frodo sam bring ring closer heart mordor dark lord realm"
160,tt0060827,"young nurse alma put charge elisabeth vogler : actress seemingly healthy respects talk spend time together alma speaks elisabeth constantly never receiving answer alma eventually confesses secrets seemingly sympathetic elisabeth finds personality submerged elisabeth persona"
161,tt0338013,"joel barish heartbroken girlfriend underwent procedure erase memory decides however watches memories fade away realises still loves may late correct mistake"
162,tt0046268,"south american jungle supplies nitroglycerine needed remote oil field oil company pays four men deliver supplies two trucks tense rivalry develops two sets drivers rough remote roads slightest jolt result death"
163,tt0381681,"nine years ago two strangers met chance spent night vienna ended sunrise meet first time since one afternoon find belong together"
164,tt0317705,"bob parr given superhero days log time insurance adjuster raise three children formerly heroic wife suburbia receives mysterious assignment time get back costume"
165,tt0015324,"film projectionist longs detective puts meagre skills work framed rival stealing girlfriend father pocketwatch"
166,tt0056058,"peace 17th-century japan causes shogunate breakup warrior clans throwing thousands samurai work poverty honorable end fate samurai code ritual suicide hara-kiri"
167,tt0058946,"tracing struggle algerian front de liberation nationale gain freedom french colonial rule seen eyes ali start petty thief rise prominence organisation capture french 1957. film traces rebels ' struggle increasingly extreme measures taken french government quell revolt"
168,tt0364569,"clue came imprisoned drugged tortured 15 years desperate businessman seeks revenge captors"
169,tt0405159,"despondent painful estrangement daughter trainer frankie dunn n't prepared boxer maggie fitzgerald enter life maggie determined go pro convince dunn cohort help"
